name,price_cr,bhk,area,possession,legal_status,connectivity
Salarpuria Towers 1681,2.0,3,Bellandur,Sep 2026,Clear,Highway Access
Concorde Towers 1682,4.1,4,Yelahanka,Dec 2026,Clear,Bus Stop 500m
Brigade Enclave 1683,2.3,3,Koramangala,Mar 2027,Clear,Metro 3km
Adarsh Park 1684,2.0,3,Koramangala,Mar 2027,Clear,Metro 2km
Puravankara Towers 1685,3.8,4,Indiranagar,Jun 2027,Clear,Highway Access
Adarsh Woods 1686,6.8,5,Whitefield,Jun 2027,Clear,Bus Stop 500m
DNR Park 1687,4.7,4,Marathahalli,Ready,Clear,Highway Access
DNR Greens 1688,4.2,4,Electronic City,Mar 2027,Clear,Metro 1km
Shobha City 1689,3.0,2,Yelahanka,Jun 2027,Clear,Bus Stop 500m
Concorde Courtyard 1690,6.6,4,Bellandur,Ready,Clear,Metro 2km
DNR Enclave 1691,1.5,2,HSR Layout,Sep 2026,Clear,ORR Access
Brigade Greens 1692,3.6,5,Yelahanka,Dec 2026,Clear,Metro 2km
DNR Courtyard 1693,2.9,4,Electronic City,Dec 2026,Clear,Metro 1km
Brigade Enclave 1694,4.4,2,Koramangala,Ready,Clear,Metro 2km
Brigade Greens 1695,2.6,4,Yelahanka,Dec 2026,Clear,Metro 1km
Godrej Woods 1696,3.1,5,Whitefield,Mar 2027,Clear,Metro 3km
Prestige Lake 1697,1.9,2,Yelahanka,Dec 2026,Clear,Metro 1km
Adarsh Courtyard 1698,5.5,5,Whitefield,Jun 2027,Pending,ORR Access
Concorde Villas 1699,6.9,4,HSR Layout,Dec 2026,Clear,ORR Access
Shobha Greens 1700,4.4,5,Electronic City,Mar 2027,Clear,ORR Access
Sobha Courtyard 1701,2.4,3,Whitefield,Ready,Clear,Bus Stop 500m
Sobha Villas 1702,3.7,4,Electronic City,Mar 2027,Clear,Metro 2km
DNR Towers 1703,6.7,4,Marathahalli,Sep 2026,Clear,ORR Access
Puravankara Villas 1704,3.2,2,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Salarpuria City 1705,3.8,2,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Godrej Greens 1706,1.6,2,Electronic City,Ready,Clear,Metro 2km
Salarpuria Enclave 1707,6.7,4,Indiranagar,Mar 2027,Clear,ORR Access
Puravankara Greens 1708,7.0,5,Bellandur,Sep 2026,Clear,Bus Stop 500m
Brigade City 1709,5.4,4,Indiranagar,Dec 2026,Clear,Metro 1km
DNR Towers 1710,3.9,3,Kadubeesanahalli,Mar 2027,Clear,Metro 3km
Concorde Heights 1711,2.0,4,Yelahanka,Mar 2027,Clear,Highway Access
Shobha Towers 1712,6.2,4,Whitefield,Mar 2027,Clear,ORR Access
Prestige Lake 1713,3.2,2,Whitefield,Dec 2026,Disputed,Bus Stop 500m
Adarsh Heights 1714,4.7,2,Bellandur,Ready,Clear,Bus Stop 500m
Salarpuria Enclave 1715,4.5,2,Koramangala,Ready,Clear,Highway Access
Concorde Enclave 1716,4.0,4,Yelahanka,Mar 2027,Clear,Highway Access
DNR Towers 1717,3.4,3,Marathahalli,Mar 2027,Clear,Metro 3km
Sobha Courtyard 1718,5.8,5,Koramangala,Jun 2027,Clear,Highway Access
Puravankara Towers 1719,4.8,4,Sarjapur Road,Mar 2027,Clear,ORR Access
Prestige Woods 1720,1.7,2,Electronic City,Ready,Clear,ORR Access
Sobha Towers 1721,2.1,2,Electronic City,Jun 2027,Clear,Metro 3km
Adarsh Towers 1722,2.8,2,Kadubeesanahalli,Sep 2026,Clear,Metro 3km
Godrej Courtyard 1723,3.0,2,Electronic City,Dec 2026,Clear,Metro 1km
Brigade Lake 1724,6.3,4,Marathahalli,Ready,Disputed,Metro 2km
Adarsh Towers 1725,3.5,5,Yelahanka,Dec 2026,Clear,Metro 1km
DNR Towers 1726,4.2,4,Electronic City,Ready,Clear,Metro 3km
Puravankara Enclave 1727,4.2,3,Indiranagar,Sep 2026,Clear,Highway Access
Concorde City 1728,3.4,2,Kadubeesanahalli,Mar 2027,Clear,Metro 2km
Godrej Greens 1729,5.6,5,Kadubeesanahalli,Ready,Clear,Bus Stop 500m
Godrej Towers 1730,3.5,5,Yelahanka,Ready,Clear,Metro 2km
Shobha Courtyard 1731,3.7,4,Yelahanka,Ready,Clear,Metro 2km
Sobha Lake 1732,4.8,4,Whitefield,Dec 2026,Clear,ORR Access
Puravankara Lake 1733,4.5,4,Kadubeesanahalli,Sep 2026,Clear,Metro 3km
Salarpuria Lake 1734,6.0,5,Indiranagar,Sep 2026,Clear,Metro 1km
Salarpuria Villas 1735,6.1,5,Whitefield,Sep 2026,Clear,Metro 2km
Godrej Lake 1736,2.7,2,Yelahanka,Dec 2026,Clear,Highway Access
Brigade Courtyard 1737,3.4,5,Bellandur,Jun 2027,Clear,Bus Stop 500m
Brigade Courtyard 1738,1.9,2,Kadubeesanahalli,Ready,Clear,Bus Stop 500m
Godrej City 1739,2.7,3,Yelahanka,Dec 2026,Clear,ORR Access
Prestige Woods 1740,2.2,2,HSR Layout,Jun 2027,Clear,Metro 3km
Concorde Lake 1741,4.4,5,Indiranagar,Mar 2027,Clear,Metro 1km
Prestige Enclave 1742,4.9,4,HSR Layout,Ready,Clear,ORR Access
Brigade City 1743,3.4,4,Indiranagar,Sep 2026,Clear,ORR Access
Adarsh Greens 1744,4.1,5,Whitefield,Ready,Clear,Bus Stop 500m
DNR Towers 1745,3.6,4,Kadubeesanahalli,Dec 2026,Clear,Bus Stop 500m
Salarpuria Woods 1746,4.4,4,Kadubeesanahalli,Jun 2027,Disputed,Metro 2km
Adarsh Heights 1747,4.5,4,Electronic City,Ready,Clear,Bus Stop 500m
Prestige Villas 1748,3.2,2,Kadubeesanahalli,Sep 2026,Clear,Metro 2km
Puravankara Enclave 1749,2.5,3,Koramangala,Dec 2026,Clear,Highway Access
Shobha Park 1750,6.6,4,HSR Layout,Ready,Clear,Metro 3km
Shobha Courtyard 1751,3.2,4,Whitefield,Jun 2027,Clear,Bus Stop 500m
Brigade City 1752,3.4,5,Indiranagar,Mar 2027,Clear,Highway Access
Salarpuria Heights 1753,4.7,2,Koramangala,Jun 2027,Clear,Bus Stop 500m
Godrej Villas 1754,3.2,5,Whitefield,Mar 2027,Clear,Highway Access
Brigade City 1755,4.5,3,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
Sobha City 1756,3.0,2,Indiranagar,Mar 2027,Clear,ORR Access
Concorde Park 1757,6.3,4,HSR Layout,Sep 2026,Clear,Metro 1km
Shobha Woods 1758,3.0,2,Indiranagar,Sep 2026,Clear,Metro 1km
Adarsh Woods 1759,3.3,2,Bellandur,Jun 2027,Clear,Bus Stop 500m
Godrej Enclave 1760,1.9,3,Indiranagar,Ready,Clear,Bus Stop 500m
Concorde Towers 1761,4.3,2,Whitefield,Jun 2027,Clear,Bus Stop 500m
Concorde Heights 1762,5.6,5,HSR Layout,Ready,Clear,Highway Access
Brigade City 1763,6.2,5,Indiranagar,Mar 2027,Clear,Metro 2km
Adarsh Villas 1764,4.3,5,Bellandur,Ready,Clear,Metro 2km
Adarsh Woods 1765,2.3,4,Yelahanka,Mar 2027,Clear,ORR Access
Godrej Towers 1766,2.6,2,Yelahanka,Ready,Clear,Highway Access
Sobha Lake 1767,5.2,5,Bellandur,Jun 2027,Clear,Bus Stop 500m
Adarsh Villas 1768,3.1,2,Whitefield,Mar 2027,Clear,Metro 3km
Brigade Courtyard 1769,2.4,2,HSR Layout,Jun 2027,Clear,ORR Access
Godrej Heights 1770,2.9,4,Electronic City,Mar 2027,Clear,Metro 2km
Shobha Park 1771,1.6,3,Indiranagar,Ready,Clear,Highway Access
Puravankara Courtyard 1772,6.5,5,HSR Layout,Jun 2027,Clear,Metro 3km
Sobha Park 1773,3.0,3,Yelahanka,Ready,Clear,Metro 1km
Puravankara Lake 1774,5.7,5,Bellandur,Jun 2027,Clear,Metro 3km
Prestige Courtyard 1775,3.2,2,Koramangala,Ready,Clear,Metro 1km
Brigade City 1776,1.9,2,Kadubeesanahalli,Ready,Clear,Metro 2km
Puravankara Courtyard 1777,3.8,5,Electronic City,Ready,Disputed,ORR Access
Prestige City 1778,2.2,2,Kadubeesanahalli,Dec 2026,Clear,ORR Access
Prestige City 1779,7.0,5,HSR Layout,Dec 2026,Clear,Metro 1km
Salarpuria Courtyard 1780,6.0,4,Whitefield,Sep 2026,Clear,Metro 2km
Salarpuria Courtyard 1781,4.7,5,Yelahanka,Ready,Clear,Bus Stop 500m
Brigade Greens 1782,1.8,2,Yelahanka,Ready,Clear,Metro 3km
Salarpuria Greens 1783,3.9,4,Sarjapur Road,Ready,Clear,Highway Access
Brigade Courtyard 1784,5.1,4,Bellandur,Dec 2026,Clear,ORR Access
Godrej Lake 1785,6.1,5,HSR Layout,Dec 2026,Pending,Metro 1km
Sobha Lake 1786,6.8,5,Marathahalli,Dec 2026,Clear,ORR Access
Salarpuria Heights 1787,5.0,4,Yelahanka,Dec 2026,Clear,Metro 3km
Godrej Villas 1788,2.0,2,Whitefield,Sep 2026,Clear,Metro 2km
Salarpuria Villas 1789,3.7,3,HSR Layout,Jun 2027,Clear,Metro 2km
Adarsh Heights 1790,1.4,3,Sarjapur Road,Dec 2026,Clear,Metro 3km
Shobha Greens 1791,5.8,5,Koramangala,Sep 2026,Clear,Highway Access
DNR Courtyard 1792,2.7,3,Kadubeesanahalli,Sep 2026,Clear,Bus Stop 500m
Concorde Enclave 1793,2.3,3,Indiranagar,Sep 2026,Clear,Highway Access
Godrej City 1794,3.2,5,Yelahanka,Jun 2027,Clear,Metro 3km
DNR Villas 1795,2.1,2,Sarjapur Road,Sep 2026,Pending,Metro 1km
Brigade Greens 1796,3.5,4,Sarjapur Road,Jun 2027,Clear,Bus Stop 500m
Sobha Greens 1797,4.3,5,Indiranagar,Dec 2026,Clear,Highway Access
Salarpuria Towers 1798,3.9,2,Bellandur,Ready,Clear,Metro 2km
Adarsh Greens 1799,3.2,3,Indiranagar,Jun 2027,Clear,Metro 3km
Shobha Enclave 1800,4.0,2,Koramangala,Sep 2026,Clear,Metro 1km
Salarpuria Enclave 1801,2.9,2,Koramangala,Sep 2026,Clear,Metro 1km
Salarpuria Towers 1802,3.8,5,Yelahanka,Ready,Clear,Highway Access
Godrej Villas 1803,4.8,2,Marathahalli,Mar 2027,Clear,Highway Access
Brigade City 1804,5.9,5,Indiranagar,Ready,Clear,Metro 1km
Salarpuria Lake 1805,3.4,4,Sarjapur Road,Sep 2026,Clear,Metro 1km
DNR Villas 1806,5.3,5,Whitefield,Dec 2026,Clear,Bus Stop 500m
DNR Heights 1807,5.6,5,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Shobha Towers 1808,3.7,4,Electronic City,Ready,Clear,Highway Access
DNR Enclave 1809,4.6,5,Sarjapur Road,Mar 2027,Clear,Bus Stop 500m
Adarsh Woods 1810,5.0,5,Koramangala,Ready,Clear,Highway Access
DNR Villas 1811,2.6,3,Marathahalli,Mar 2027,Clear,Metro 2km
Brigade City 1812,4.7,3,Marathahalli,Mar 2027,Clear,Metro 1km
Adarsh City 1813,3.6,2,Indiranagar,Jun 2027,Clear,Metro 1km
DNR Park 1814,2.7,3,Whitefield,Sep 2026,Clear,ORR Access
Adarsh City 1815,4.5,5,Whitefield,Jun 2027,Clear,ORR Access
Puravankara Lake 1816,5.5,4,HSR Layout,Sep 2026,Pending,Metro 1km
Concorde City 1817,3.4,2,Sarjapur Road,Mar 2027,Clear,ORR Access
Prestige Towers 1818,3.2,4,Yelahanka,Mar 2027,Clear,Metro 3km
Shobha Enclave 1819,5.1,4,Koramangala,Sep 2026,Clear,Highway Access
Adarsh Heights 1820,2.1,5,Electronic City,Dec 2026,Clear,Metro 3km
Sobha Woods 1821,2.8,2,Sarjapur Road,Ready,Clear,Highway Access
Adarsh Towers 1822,2.6,3,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Sobha Towers 1823,3.4,2,Electronic City,Sep 2026,Clear,Highway Access
Puravankara City 1824,4.0,5,Marathahalli,Sep 2026,Clear,ORR Access
Puravankara Greens 1825,4.8,2,Marathahalli,Ready,Clear,ORR Access
Sobha Lake 1826,3.2,3,Electronic City,Sep 2026,Clear,Metro 2km
Shobha Towers 1827,4.4,4,HSR Layout,Jun 2027,Clear,Metro 2km
Adarsh City 1828,5.9,4,Marathahalli,Dec 2026,Clear,Metro 1km
DNR Greens 1829,2.9,2,Koramangala,Ready,Clear,Metro 2km
Shobha City 1830,5.5,5,Whitefield,Jun 2027,Clear,ORR Access
Godrej Courtyard 1831,2.9,3,Bellandur,Jun 2027,Clear,Metro 2km
DNR Lake 1832,1.0,3,Sarjapur Road,Dec 2026,Clear,ORR Access
Sobha Lake 1833,6.4,4,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Salarpuria Enclave 1834,5.0,5,Kadubeesanahalli,Sep 2026,Clear,Metro 1km
Sobha Greens 1835,5.6,4,HSR Layout,Sep 2026,Clear,Metro 1km
Godrej Courtyard 1836,2.7,2,Electronic City,Ready,Clear,ORR Access
Concorde Woods 1837,1.5,2,Sarjapur Road,Jun 2027,Clear,Metro 2km
Prestige Courtyard 1838,1.2,3,Sarjapur Road,Sep 2026,Clear,ORR Access
Sobha Greens 1839,3.1,3,Bellandur,Dec 2026,Clear,Metro 1km
DNR Woods 1840,4.7,2,HSR Layout,Dec 2026,Clear,Metro 1km
DNR City 1841,4.3,4,HSR Layout,Ready,Clear,Metro 1km
Salarpuria Courtyard 1842,2.2,3,Whitefield,Sep 2026,Clear,Metro 2km
Puravankara Villas 1843,4.5,5,Marathahalli,Jun 2027,Clear,Metro 2km
Godrej Courtyard 1844,6.1,4,Koramangala,Mar 2027,Clear,Bus Stop 500m
Sobha Towers 1845,4.2,5,Sarjapur Road,Dec 2026,Clear,Metro 3km
Brigade Greens 1846,6.6,5,Whitefield,Dec 2026,Clear,Metro 2km
Sobha Greens 1847,2.3,2,Sarjapur Road,Dec 2026,Clear,Highway Access
Salarpuria Heights 1848,4.4,3,Whitefield,Mar 2027,Clear,Metro 2km
DNR Towers 1849,5.8,4,Koramangala,Jun 2027,Clear,Metro 2km
DNR Woods 1850,2.9,2,Koramangala,Mar 2027,Clear,Metro 2km
Adarsh Woods 1851,2.3,2,Sarjapur Road,Ready,Clear,Bus Stop 500m
Brigade Woods 1852,3.0,3,Koramangala,Mar 2027,Clear,Metro 1km
Shobha Towers 1853,1.0,3,Yelahanka,Sep 2026,Clear,Metro 2km
Prestige Villas 1854,4.6,5,Koramangala,Dec 2026,Clear,Bus Stop 500m
Brigade Courtyard 1855,1.2,2,Sarjapur Road,Jun 2027,Clear,Metro 3km
Godrej City 1856,1.9,2,Electronic City,Mar 2027,Clear,Metro 1km
Shobha City 1857,4.1,2,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
DNR Heights 1858,4.2,3,HSR Layout,Mar 2027,Clear,Bus Stop 500m
DNR Park 1859,4.0,2,HSR Layout,Sep 2026,Clear,ORR Access
Prestige Heights 1860,3.9,3,Marathahalli,Jun 2027,Clear,Highway Access
Sobha Courtyard 1861,3.3,3,Sarjapur Road,Sep 2026,Clear,Metro 3km
Salarpuria Heights 1862,2.5,3,Bellandur,Dec 2026,Clear,Bus Stop 500m
Salarpuria Courtyard 1863,2.9,3,Sarjapur Road,Ready,Clear,Metro 2km
Salarpuria Greens 1864,4.8,3,Bellandur,Ready,Clear,Metro 1km
DNR Courtyard 1865,4.7,3,Kadubeesanahalli,Dec 2026,Clear,Highway Access
Godrej City 1866,6.4,4,Marathahalli,Sep 2026,Clear,ORR Access
Brigade City 1867,1.8,3,Yelahanka,Jun 2027,Clear,Bus Stop 500m
Concorde Courtyard 1868,6.2,5,Bellandur,Ready,Clear,Metro 2km
Adarsh Greens 1869,4.9,5,Whitefield,Jun 2027,Clear,Bus Stop 500m
Puravankara Greens 1870,3.3,5,Sarjapur Road,Sep 2026,Clear,Metro 2km
Shobha Enclave 1871,3.7,3,Kadubeesanahalli,Ready,Clear,Metro 3km
Adarsh Heights 1872,7.0,5,Bellandur,Dec 2026,Clear,Metro 1km
Godrej Woods 1873,3.6,2,Whitefield,Ready,Clear,Metro 3km
Adarsh Heights 1874,3.9,5,Indiranagar,Jun 2027,Clear,Metro 2km
Shobha Heights 1875,4.6,4,Whitefield,Sep 2026,Clear,Bus Stop 500m
Concorde Woods 1876,3.6,2,Kadubeesanahalli,Dec 2026,Clear,Metro 3km
Godrej Greens 1877,4.8,2,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Salarpuria Enclave 1878,1.5,3,Bellandur,Ready,Clear,Highway Access
Adarsh Woods 1879,1.1,3,Sarjapur Road,Jun 2027,Clear,ORR Access
Salarpuria Courtyard 1880,2.7,5,Electronic City,Jun 2027,Clear,Bus Stop 500m
Sobha Towers 1881,2.0,3,Sarjapur Road,Sep 2026,Clear,Metro 1km
Puravankara Woods 1882,3.4,4,Electronic City,Dec 2026,Clear,Bus Stop 500m
Prestige Park 1883,2.1,3,Kadubeesanahalli,Ready,Clear,ORR Access
Shobha Park 1884,3.5,5,HSR Layout,Dec 2026,Clear,Metro 2km
Godrej Greens 1885,3.1,4,Indiranagar,Ready,Clear,Highway Access
Prestige City 1886,5.1,5,Kadubeesanahalli,Dec 2026,Clear,Metro 1km
Salarpuria Greens 1887,4.9,2,Whitefield,Mar 2027,Clear,Highway Access
Prestige Enclave 1888,5.5,5,HSR Layout,Mar 2027,Clear,Bus Stop 500m
Prestige Towers 1889,2.3,4,Sarjapur Road,Jun 2027,Clear,Metro 2km
Godrej Heights 1890,7.0,4,Indiranagar,Jun 2027,Clear,Highway Access
Sobha City 1891,3.5,3,Marathahalli,Mar 2027,Clear,ORR Access
Salarpuria Woods 1892,2.3,5,Electronic City,Dec 2026,Clear,Metro 2km
Puravankara Greens 1893,2.0,3,Yelahanka,Jun 2027,Clear,ORR Access
Brigade Villas 1894,4.4,2,Marathahalli,Sep 2026,Clear,ORR Access
Puravankara Park 1895,2.6,4,Electronic City,Mar 2027,Clear,Bus Stop 500m
Puravankara Woods 1896,3.1,3,Indiranagar,Mar 2027,Clear,Bus Stop 500m
Prestige Courtyard 1897,1.2,2,Electronic City,Mar 2027,Clear,Metro 1km
Prestige Villas 1898,4.8,3,Indiranagar,Ready,Clear,Metro 3km
Prestige Heights 1899,2.8,4,Electronic City,Sep 2026,Clear,Metro 3km
Adarsh Villas 1900,4.5,2,HSR Layout,Ready,Clear,Metro 1km
Puravankara Woods 1901,2.2,3,Marathahalli,Dec 2026,Clear,Metro 1km
Brigade Villas 1902,2.5,5,Electronic City,Dec 2026,Clear,Highway Access
Brigade Heights 1903,1.7,3,Sarjapur Road,Mar 2027,Clear,Metro 1km
Sobha Courtyard 1904,4.1,5,Electronic City,Jun 2027,Clear,Metro 2km
Concorde Courtyard 1905,5.2,5,HSR Layout,Dec 2026,Clear,Metro 1km
Godrej Greens 1906,4.9,2,Whitefield,Mar 2027,Clear,Bus Stop 500m
Adarsh Park 1907,6.1,5,Kadubeesanahalli,Mar 2027,Clear,Highway Access
DNR Heights 1908,1.8,3,Yelahanka,Jun 2027,Clear,Metro 1km
Shobha Enclave 1909,1.9,3,Whitefield,Jun 2027,Clear,Highway Access
Prestige Enclave 1910,4.4,4,Yelahanka,Dec 2026,Clear,Metro 3km
Puravankara Greens 1911,3.1,4,Bellandur,Mar 2027,Pending,Metro 2km
Salarpuria Woods 1912,6.9,4,Whitefield,Mar 2027,Clear,ORR Access
Puravankara Towers 1913,2.0,2,Koramangala,Jun 2027,Clear,Metro 3km
Adarsh Lake 1914,2.4,5,Sarjapur Road,Jun 2027,Clear,ORR Access
Prestige Park 1915,2.3,3,Whitefield,Jun 2027,Clear,Metro 2km
Adarsh Park 1916,3.9,5,Bellandur,Dec 2026,Clear,Metro 3km
Brigade Villas 1917,2.0,2,Indiranagar,Jun 2027,Clear,Highway Access
Brigade Park 1918,6.0,5,Koramangala,Ready,Clear,Metro 3km
Salarpuria Heights 1919,3.8,4,HSR Layout,Jun 2027,Clear,Metro 1km
Adarsh City 1920,6.2,4,Kadubeesanahalli,Ready,Clear,Metro 2km
Godrej Courtyard 1921,3.3,5,Whitefield,Sep 2026,Clear,Highway Access
Concorde Woods 1922,3.2,2,Sarjapur Road,Ready,Clear,ORR Access
Concorde Enclave 1923,5.8,4,Kadubeesanahalli,Sep 2026,Disputed,Metro 1km
Puravankara Park 1924,6.6,5,Bellandur,Ready,Clear,Metro 1km
Brigade Woods 1925,1.5,2,HSR Layout,Jun 2027,Clear,Bus Stop 500m
DNR Courtyard 1926,4.1,4,Yelahanka,Dec 2026,Clear,ORR Access
Prestige Park 1927,4.4,5,Koramangala,Jun 2027,Clear,Metro 2km
Prestige Towers 1928,2.8,4,Electronic City,Dec 2026,Clear,Highway Access
DNR Villas 1929,3.3,4,Whitefield,Mar 2027,Clear,Metro 1km
Adarsh Courtyard 1930,4.2,5,Electronic City,Ready,Clear,Highway Access
Prestige Villas 1931,2.5,3,Bellandur,Ready,Clear,ORR Access
Salarpuria Towers 1932,4.9,5,Electronic City,Dec 2026,Clear,Highway Access
Shobha Towers 1933,4.4,5,Whitefield,Jun 2027,Clear,Metro 2km
Prestige Lake 1934,3.8,3,Marathahalli,Sep 2026,Clear,Metro 2km
Brigade Greens 1935,2.6,3,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
Puravankara Greens 1936,1.5,3,Electronic City,Dec 2026,Clear,ORR Access
Sobha Heights 1937,2.8,3,Marathahalli,Sep 2026,Clear,Highway Access
Salarpuria City 1938,2.8,3,Kadubeesanahalli,Sep 2026,Clear,Bus Stop 500m
Salarpuria Park 1939,1.9,2,Bellandur,Sep 2026,Clear,Metro 1km
DNR Courtyard 1940,4.5,3,Bellandur,Dec 2026,Clear,Metro 3km
Godrej Woods 1941,3.7,2,HSR Layout,Sep 2026,Clear,ORR Access
Adarsh Greens 1942,3.3,5,Koramangala,Dec 2026,Clear,Metro 1km
DNR Enclave 1943,2.5,2,HSR Layout,Dec 2026,Clear,Metro 3km
Sobha Woods 1944,5.1,5,Marathahalli,Mar 2027,Clear,Highway Access
Prestige Enclave 1945,5.6,5,Bellandur,Mar 2027,Clear,Metro 2km
Salarpuria Lake 1946,4.3,4,Electronic City,Jun 2027,Pending,Highway Access
Salarpuria Villas 1947,2.1,3,Yelahanka,Dec 2026,Clear,ORR Access
Sobha Towers 1948,2.8,5,Yelahanka,Jun 2027,Clear,Bus Stop 500m
Salarpuria Enclave 1949,2.8,2,Whitefield,Jun 2027,Clear,Metro 3km
DNR Park 1950,1.1,3,Electronic City,Ready,Clear,Metro 2km
Salarpuria Heights 1951,5.7,4,Indiranagar,Jun 2027,Clear,Metro 1km
Concorde Villas 1952,2.0,2,Electronic City,Ready,Clear,Bus Stop 500m
Sobha Towers 1953,3.0,2,Electronic City,Ready,Clear,Metro 2km
Prestige Villas 1954,4.8,2,Marathahalli,Jun 2027,Clear,Metro 2km
Salarpuria Villas 1955,3.1,4,Electronic City,Sep 2026,Pending,Metro 3km
Adarsh Villas 1956,2.4,2,HSR Layout,Dec 2026,Clear,ORR Access
Brigade Courtyard 1957,3.9,3,Bellandur,Sep 2026,Clear,Highway Access
Prestige Villas 1958,2.9,2,Electronic City,Jun 2027,Clear,Bus Stop 500m
Godrej Enclave 1959,3.7,5,Kadubeesanahalli,Jun 2027,Clear,Highway Access
Adarsh Park 1960,2.4,2,Electronic City,Sep 2026,Clear,ORR Access
Salarpuria Lake 1961,4.3,2,Koramangala,Sep 2026,Clear,Metro 2km
Shobha Villas 1962,6.2,5,Indiranagar,Sep 2026,Clear,Bus Stop 500m
Salarpuria Heights 1963,2.9,2,Yelahanka,Dec 2026,Clear,Metro 2km
Godrej Enclave 1964,1.8,3,Sarjapur Road,Sep 2026,Clear,Bus Stop 500m
Godrej Greens 1965,1.7,2,Electronic City,Jun 2027,Clear,ORR Access
Adarsh Heights 1966,1.7,3,Electronic City,Mar 2027,Clear,ORR Access
Brigade Greens 1967,2.1,2,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Concorde Woods 1968,4.3,4,Indiranagar,Dec 2026,Pending,ORR Access
Puravankara Heights 1969,2.6,2,HSR Layout,Mar 2027,Clear,ORR Access
Prestige Courtyard 1970,5.5,4,Whitefield,Sep 2026,Clear,Highway Access
Prestige Enclave 1971,3.8,5,HSR Layout,Sep 2026,Clear,Highway Access
Concorde Enclave 1972,2.1,2,Sarjapur Road,Mar 2027,Clear,ORR Access
Sobha Villas 1973,3.8,2,Marathahalli,Ready,Clear,Metro 3km
Brigade Lake 1974,3.2,4,Sarjapur Road,Jun 2027,Clear,Bus Stop 500m
Shobha Greens 1975,5.0,5,Kadubeesanahalli,Sep 2026,Clear,ORR Access
Puravankara Heights 1976,1.8,2,Indiranagar,Dec 2026,Clear,Metro 1km
Brigade Park 1977,2.1,2,Koramangala,Dec 2026,Clear,Bus Stop 500m
DNR Heights 1978,6.2,4,Whitefield,Jun 2027,Clear,Metro 3km
Puravankara Woods 1979,4.1,2,Whitefield,Mar 2027,Clear,Highway Access
Godrej City 1980,2.2,3,Koramangala,Ready,Clear,Metro 2km
Adarsh City 1981,4.3,3,Marathahalli,Jun 2027,Clear,Metro 3km
Salarpuria Heights 1982,4.4,4,Marathahalli,Ready,Clear,Metro 2km
Puravankara City 1983,1.3,2,Sarjapur Road,Ready,Clear,Metro 2km
Godrej Enclave 1984,2.0,2,Electronic City,Jun 2027,Clear,Metro 1km
Shobha Park 1985,3.5,2,Kadubeesanahalli,Mar 2027,Clear,Bus Stop 500m
Sobha Towers 1986,2.4,3,Electronic City,Sep 2026,Clear,ORR Access
Sobha Enclave 1987,1.7,2,Electronic City,Mar 2027,Clear,Highway Access
Shobha Courtyard 1988,4.3,3,Bellandur,Mar 2027,Clear,Metro 2km
DNR Towers 1989,3.2,5,Bellandur,Jun 2027,Clear,Bus Stop 500m
Salarpuria Enclave 1990,1.8,3,Kadubeesanahalli,Ready,Clear,Metro 1km
Puravankara Villas 1991,3.7,2,Koramangala,Jun 2027,Clear,Metro 3km
Godrej Greens 1992,1.1,2,Yelahanka,Jun 2027,Clear,Highway Access
Sobha Heights 1993,4.9,4,Koramangala,Dec 2026,Clear,Metro 1km
Salarpuria Heights 1994,3.3,2,Whitefield,Mar 2027,Clear,Highway Access
Adarsh Enclave 1995,5.6,4,HSR Layout,Dec 2026,Clear,Metro 2km
Adarsh Greens 1996,2.4,2,Kadubeesanahalli,Jun 2027,Clear,Highway Access
DNR Courtyard 1997,6.0,4,Kadubeesanahalli,Ready,Clear,Metro 2km
Concorde Enclave 1998,3.9,5,Indiranagar,Sep 2026,Clear,Highway Access
Puravankara Villas 1999,6.1,5,HSR Layout,Sep 2026,Clear,Bus Stop 500m
Godrej Enclave 2000,1.6,2,HSR Layout,Jun 2027,Clear,Bus Stop 500m
